도로형태,시간대,사고수,월,유형
터널안,02시-04시,0,11,사망자수
터널안,04시-06시,0,11,사망자수
터널안,06시-08시,1,11,사망자수
터널안,08시-10시,0,11,사망자수
터널안,10시-12시,0,11,사망자수
터널안,12시-14시,0,11,사망자수
터널안,14시-16시,1,11,사망자수
터널안,16시-18시,0,11,사망자수
터널안,18시-20시,0,11,사망자수
터널안,20시-22시,0,11,사망자수
터널안,22시-24시,0,11,사망자수
교량위,00시-02시,0,11,사망자수
교량위,02시-04시,1,11,사망자수
교량위,04시-06시,1,11,사망자수
교량위,06시-08시,0,11,사망자수
교량위,08시-10시,0,11,사망자수
교량위,10시-12시,0,11,사망자수
교량위,12시-14시,0,11,사망자수
교량위,14시-16시,1,11,사망자수
교량위,16시-18시,0,11,사망자수
교량위,18시-20시,0,11,사망자수
교량위,20시-22시,0,11,사망자수
교량위,22시-24시,0,11,사망자수
고가도로위,00시-02시,0,11,사망자수
고가도로위,02시-04시,1,11,사망자수
고가도로위,04시-06시,1,11,사망자수
고가도로위,06시-08시,0,11,사망자수
고가도로위,08시-10시,0,11,사망자수
고가도로위,10시-12시,1,11,사망자수
고가도로위,12시-14시,0,11,사망자수
고가도로위,14시-16시,0,11,사망자수
고가도로위,16시-18시,0,11,사망자수
고가도로위,18시-20시,0,11,사망자수
고가도로위,20시-22시,0,11,사망자수
고가도로위,22시-24시,0,11,사망자수
지하차도(도로)내,00시-02시,0,11,사망자수
지하차도(도로)내,02시-04시,1,11,사망자수
지하차도(도로)내,04시-06시,1,11,사망자수
지하차도(도로)내,06시-08시,1,11,사망자수
지하차도(도로)내,08시-10시,0,11,사망자수
지하차도(도로)내,10시-12시,2,11,사망자수
지하차도(도로)내,12시-14시,3,11,사망자수
지하차도(도로)내,14시-16시,0,11,사망자수
지하차도(도로)내,16시-18시,0,11,사망자수
지하차도(도로)내,18시-20시,0,11,사망자수
지하차도(도로)내,20시-22시,0,11,사망자수
지하차도(도로)내,22시-24시,0,11,사망자수
교차로내,00시-02시,3,11,사망자수
교차로내,02시-04시,0,11,사망자수
교차로내,04시-06시,1,11,사망자수
교차로내,06시-08시,9,11,사망자수
교차로내,08시-10시,3,11,사망자수
교차로내,10시-12시,7,11,사망자수
교차로내,12시-14시,6,11,사망자수
교차로내,14시-16시,7,11,사망자수
교차로내,16시-18시,8,11,사망자수
교차로내,18시-20시,6,11,사망자수
교차로내,20시-22시,2,11,사망자수
교차로내,22시-24시,0,11,사망자수
교차로횡단보도내,00시-02시,0,11,사망자수
교차로횡단보도내,02시-04시,0,11,사망자수
교차로횡단보도내,04시-06시,3,11,사망자수
교차로횡단보도내,06시-08시,3,11,사망자수
교차로횡단보도내,08시-10시,0,11,사망자수
교차로횡단보도내,10시-12시,0,11,사망자수
교차로횡단보도내,12시-14시,1,11,사망자수
교차로횡단보도내,14시-16시,1,11,사망자수
교차로횡단보도내,16시-18시,1,11,사망자수
교차로횡단보도내,18시-20시,1,11,사망자수
교차로횡단보도내,20시-22시,1,11,사망자수
교차로횡단보도내,22시-24시,2,11,사망자수
교차로부근,00시-02시,1,11,사망자수
교차로부근,02시-04시,0,11,사망자수
교차로부근,04시-06시,1,11,사망자수
교차로부근,06시-08시,1,11,사망자수
교차로부근,08시-10시,2,11,사망자수
교차로부근,10시-12시,0,11,사망자수
교차로부근,12시-14시,1,11,사망자수
교차로부근,14시-16시,6,11,사망자수
교차로부근,16시-18시,2,11,사망자수
교차로부근,18시-20시,3,11,사망자수
교차로부근,20시-22시,2,11,사망자수
교차로부근,22시-24시,2,11,사망자수
터널안,00시-02시,4,11,부상자수
터널안,02시-04시,1,11,부상자수
터널안,04시-06시,4,11,부상자수
터널안,06시-08시,7,11,부상자수
터널안,08시-10시,10,11,부상자수
터널안,10시-12시,19,11,부상자수
터널안,12시-14시,13,11,부상자수
터널안,14시-16시,17,11,부상자수
터널안,16시-18시,15,11,부상자수
터널안,18시-20시,13,11,부상자수
터널안,20시-22시,7,11,부상자수
터널안,22시-24시,7,11,부상자수
교량위,00시-02시,3,11,부상자수
교량위,02시-04시,1,11,부상자수
교량위,04시-06시,2,11,부상자수
교량위,06시-08시,22,11,부상자수
교량위,08시-10시,22,11,부상자수
교량위,10시-12시,24,11,부상자수
교량위,12시-14시,15,11,부상자수
교량위,14시-16시,31,11,부상자수
교량위,16시-18시,46,11,부상자수
교량위,18시-20시,31,11,부상자수
교량위,20시-22시,5,11,부상자수
교량위,22시-24시,7,11,부상자수
고가도로위,00시-02시,3,11,부상자수
고가도로위,02시-04시,2,11,부상자수
고가도로위,04시-06시,1,11,부상자수
고가도로위,06시-08시,20,11,부상자수
고가도로위,08시-10시,6,11,부상자수
고가도로위,10시-12시,21,11,부상자수
고가도로위,12시-14시,13,11,부상자수
고가도로위,14시-16시,13,11,부상자수
고가도로위,16시-18시,10,11,부상자수
고가도로위,18시-20시,20,11,부상자수
고가도로위,20시-22시,7,11,부상자수
고가도로위,22시-24시,4,11,부상자수
지하차도(도로)내,00시-02시,5,11,부상자수
지하차도(도로)내,02시-04시,7,11,부상자수
지하차도(도로)내,04시-06시,1,11,부상자수
지하차도(도로)내,06시-08시,5,11,부상자수
지하차도(도로)내,08시-10시,23,11,부상자수
지하차도(도로)내,10시-12시,28,11,부상자수
지하차도(도로)내,12시-14시,25,11,부상자수
지하차도(도로)내,14시-16시,23,11,부상자수
지하차도(도로)내,16시-18시,22,11,부상자수
지하차도(도로)내,18시-20시,38,11,부상자수
지하차도(도로)내,20시-22시,16,11,부상자수
지하차도(도로)내,22시-24시,17,11,부상자수
교차로내,00시-02시,339,11,부상자수
교차로내,02시-04시,146,11,부상자수
교차로내,04시-06시,177,11,부상자수
교차로내,06시-08시,460,11,부상자수
교차로내,08시-10시,879,11,부상자수
교차로내,10시-12시,776,11,부상자수
교차로내,12시-14시,916,11,부상자수
교차로내,14시-16시,851,11,부상자수
교차로내,16시-18시,1106,11,부상자수
교차로내,18시-20시,1290,11,부상자수
교차로내,20시-22시,658,11,부상자수
교차로내,22시-24시,514,11,부상자수
교차로횡단보도내,00시-02시,21,11,부상자수
교차로횡단보도내,02시-04시,6,11,부상자수
교차로횡단보도내,04시-06시,13,11,부상자수
교차로횡단보도내,06시-08시,66,11,부상자수
교차로횡단보도내,08시-10시,68,11,부상자수
교차로횡단보도내,10시-12시,65,11,부상자수
교차로횡단보도내,12시-14시,62,11,부상자수
교차로횡단보도내,14시-16시,70,11,부상자수
교차로횡단보도내,16시-18시,87,11,부상자수
교차로횡단보도내,18시-20시,134,11,부상자수
교차로횡단보도내,20시-22시,64,11,부상자수
교차로횡단보도내,22시-24시,45,11,부상자수
교차로부근,00시-02시,208,11,부상자수
교차로부근,02시-04시,96,11,부상자수
교차로부근,04시-06시,64,11,부상자수
교차로부근,06시-08시,234,11,부상자수
교차로부근,08시-10시,335,11,부상자수
교차로부근,10시-12시,382,11,부상자수
교차로부근,12시-14시,391,11,부상자수
교차로부근,14시-16시,436,11,부상자수
교차로부근,16시-18시,507,11,부상자수
교차로부근,18시-20시,552,11,부상자수
교차로부근,20시-22시,406,11,부상자수
교차로부근,22시-24시,329,11,부상자수
터널안,00시-02시,2,12,사고건수
터널안,02시-04시,3,12,사고건수
터널안,04시-06시,2,12,사고건수
터널안,06시-08시,5,12,사고건수
터널안,08시-10시,6,12,사고건수
터널안,10시-12시,10,12,사고건수
터널안,12시-14시,8,12,사고건수
터널안,14시-16시,9,12,사고건수
터널안,16시-18시,16,12,사고건수
터널안,18시-20시,11,12,사고건수
터널안,20시-22시,3,12,사고건수
터널안,22시-24시,1,12,사고건수
교량위,00시-02시,6,12,사고건수
교량위,02시-04시,2,12,사고건수
교량위,04시-06시,4,12,사고건수
교량위,06시-08시,31,12,사고건수
교량위,08시-10시,16,12,사고건수
교량위,10시-12시,8,12,사고건수
교량위,12시-14시,7,12,사고건수
교량위,14시-16시,18,12,사고건수
교량위,16시-18시,17,12,사고건수
교량위,18시-20시,21,12,사고건수
교량위,20시-22시,15,12,사고건수
교량위,22시-24시,9,12,사고건수
고가도로위,00시-02시,3,12,사고건수
고가도로위,02시-04시,0,12,사고건수
고가도로위,04시-06시,5,12,사고건수
고가도로위,06시-08시,4,12,사고건수
고가도로위,08시-10시,7,12,사고건수
고가도로위,10시-12시,7,12,사고건수
고가도로위,12시-14시,7,12,사고건수
고가도로위,14시-16시,6,12,사고건수
고가도로위,16시-18시,7,12,사고건수
고가도로위,18시-20시,13,12,사고건수
고가도로위,20시-22시,5,12,사고건수
고가도로위,22시-24시,5,12,사고건수
지하차도(도로)내,00시-02시,6,12,사고건수
지하차도(도로)내,02시-04시,2,12,사고건수
지하차도(도로)내,04시-06시,3,12,사고건수
지하차도(도로)내,06시-08시,8,12,사고건수
지하차도(도로)내,08시-10시,13,12,사고건수
지하차도(도로)내,10시-12시,12,12,사고건수
지하차도(도로)내,12시-14시,12,12,사고건수
지하차도(도로)내,14시-16시,17,12,사고건수
지하차도(도로)내,16시-18시,16,12,사고건수
지하차도(도로)내,18시-20시,25,12,사고건수
지하차도(도로)내,20시-22시,14,12,사고건수
지하차도(도로)내,22시-24시,7,12,사고건수
교차로내,00시-02시,167,12,사고건수
교차로내,02시-04시,50,12,사고건수
교차로내,04시-06시,94,12,사고건수
교차로내,06시-08시,354,12,사고건수
교차로내,08시-10시,518,12,사고건수
교차로내,10시-12시,499,12,사고건수
교차로내,12시-14시,601,12,사고건수
교차로내,14시-16시,586,12,사고건수
교차로내,16시-18시,679,12,사고건수
교차로내,18시-20시,831,12,사고건수
교차로내,20시-22시,477,12,사고건수
교차로내,22시-24시,294,12,사고건수
교차로횡단보도내,00시-02시,18,12,사고건수
교차로횡단보도내,02시-04시,5,12,사고건수
교차로횡단보도내,04시-06시,12,12,사고건수
교차로횡단보도내,06시-08시,46,12,사고건수
교차로횡단보도내,08시-10시,74,12,사고건수
교차로횡단보도내,10시-12시,43,12,사고건수
교차로횡단보도내,12시-14시,44,12,사고건수
교차로횡단보도내,14시-16시,57,12,사고건수
교차로횡단보도내,16시-18시,64,12,사고건수
교차로횡단보도내,18시-20시,129,12,사고건수
교차로횡단보도내,20시-22시,60,12,사고건수
교차로횡단보도내,22시-24시,31,12,사고건수
교차로부근,00시-02시,86,12,사고건수
교차로부근,02시-04시,41,12,사고건수
교차로부근,04시-06시,56,12,사고건수
교차로부근,06시-08시,142,12,사고건수
교차로부근,08시-10시,204,12,사고건수
교차로부근,10시-12시,243,12,사고건수
교차로부근,12시-14시,250,12,사고건수
교차로부근,14시-16시,265,12,사고건수
교차로부근,16시-18시,313,12,사고건수
교차로부근,18시-20시,421,12,사고건수
교차로부근,20시-22시,300,12,사고건수
교차로부근,22시-24시,208,12,사고건수
터널안,00시-02시,1,12,사망자수
터널안,02시-04시,0,12,사망자수
터널안,04시-06시,0,12,사망자수
터널안,06시-08시,0,12,사망자수
터널안,08시-10시,0,12,사망자수
터널안,10시-12시,0,12,사망자수
터널안,12시-14시,0,12,사망자수
터널안,14시-16시,0,12,사망자수
터널안,16시-18시,0,12,사망자수
터널안,18시-20시,1,12,사망자수
터널안,20시-22시,0,12,사망자수
터널안,22시-24시,1,12,사망자수
교량위,00시-02시,0,12,사망자수
교량위,02시-04시,1,12,사망자수
교량위,04시-06시,0,12,사망자수
교량위,06시-08시,1,12,사망자수
교량위,08시-10시,1,12,사망자수
교량위,10시-12시,0,12,사망자수
교량위,12시-14시,0,12,사망자수
교량위,14시-16시,0,12,사망자수
교량위,16시-18시,0,12,사망자수
교량위,18시-20시,1,12,사망자수
교량위,20시-22시,0,12,사망자수
교량위,22시-24시,1,12,사망자수
고가도로위,00시-02시,0,12,사망자수
고가도로위,02시-04시,0,12,사망자수
고가도로위,04시-06시,0,12,사망자수
고가도로위,06시-08시,0,12,사망자수
고가도로위,08시-10시,0,12,사망자수
고가도로위,10시-12시,0,12,사망자수
고가도로위,12시-14시,0,12,사망자수
고가도로위,14시-16시,0,12,사망자수
고가도로위,16시-18시,0,12,사망자수
고가도로위,18시-20시,0,12,사망자수
고가도로위,20시-22시,0,12,사망자수
고가도로위,22시-24시,0,12,사망자수
지하차도(도로)내,00시-02시,0,12,사망자수
지하차도(도로)내,02시-04시,0,12,사망자수
지하차도(도로)내,04시-06시,0,12,사망자수
지하차도(도로)내,06시-08시,0,12,사망자수
지하차도(도로)내,08시-10시,0,12,사망자수
지하차도(도로)내,10시-12시,0,12,사망자수
지하차도(도로)내,12시-14시,0,12,사망자수
지하차도(도로)내,14시-16시,0,12,사망자수
지하차도(도로)내,16시-18시,0,12,사망자수
지하차도(도로)내,18시-20시,2,12,사망자수
지하차도(도로)내,20시-22시,1,12,사망자수
지하차도(도로)내,22시-24시,1,12,사망자수
교차로내,00시-02시,3,12,사망자수
교차로내,02시-04시,1,12,사망자수
교차로내,04시-06시,1,12,사망자수
교차로내,06시-08시,6,12,사망자수
교차로내,08시-10시,4,12,사망자수
교차로내,10시-12시,5,12,사망자수
교차로내,12시-14시,9,12,사망자수
교차로내,14시-16시,3,12,사망자수
교차로내,16시-18시,5,12,사망자수
교차로내,18시-20시,9,12,사망자수
교차로내,20시-22시,2,12,사망자수
교차로내,22시-24시,4,12,사망자수
교차로횡단보도내,00시-02시,0,12,사망자수
교차로횡단보도내,02시-04시,0,12,사망자수
교차로횡단보도내,04시-06시,1,12,사망자수
교차로횡단보도내,06시-08시,1,12,사망자수
교차로횡단보도내,08시-10시,2,12,사망자수
교차로횡단보도내,10시-12시,1,12,사망자수
교차로횡단보도내,12시-14시,1,12,사망자수
교차로횡단보도내,14시-16시,1,12,사망자수
교차로횡단보도내,16시-18시,1,12,사망자수
교차로횡단보도내,18시-20시,2,12,사망자수
교차로횡단보도내,20시-22시,0,12,사망자수
교차로횡단보도내,22시-24시,0,12,사망자수
교차로부근,00시-02시,1,12,사망자수
교차로부근,02시-04시,0,12,사망자수
교차로부근,04시-06시,1,12,사망자수
교차로부근,06시-08시,1,12,사망자수
교차로부근,08시-10시,2,12,사망자수
교차로부근,10시-12시,8,12,사망자수
교차로부근,12시-14시,0,12,사망자수
교차로부근,14시-16시,1,12,사망자수
교차로부근,16시-18시,2,12,사망자수
교차로부근,18시-20시,4,12,사망자수
교차로부근,20시-22시,1,12,사망자수
교차로부근,22시-24시,0,12,사망자수
터널안,00시-02시,3,12,부상자수
터널안,02시-04시,4,12,부상자수
터널안,04시-06시,2,12,부상자수
터널안,06시-08시,5,12,부상자수
터널안,08시-10시,8,12,부상자수
터널안,10시-12시,18,12,부상자수
터널안,12시-14시,15,12,부상자수
터널안,14시-16시,29,12,부상자수
터널안,16시-18시,28,12,부상자수
터널안,18시-20시,14,12,부상자수
터널안,20시-22시,4,12,부상자수
터널안,22시-24시,1,12,부상자수
교량위,00시-02시,10,12,부상자수
교량위,02시-04시,3,12,부상자수
교량위,04시-06시,4,12,부상자수
교량위,06시-08시,59,12,부상자수
교량위,08시-10시,27,12,부상자수
교량위,10시-12시,13,12,부상자수
교량위,12시-14시,14,12,부상자수
교량위,14시-16시,31,12,부상자수
교량위,16시-18시,29,12,부상자수
교량위,18시-20시,33,12,부상자수
교량위,20시-22시,29,12,부상자수
교량위,22시-24시,12,12,부상자수
고가도로위,00시-02시,6,12,부상자수
고가도로위,02시-04시,0,12,부상자수
고가도로위,04시-06시,8,12,부상자수
고가도로위,06시-08시,6,12,부상자수
고가도로위,08시-10시,9,12,부상자수
고가도로위,10시-12시,8,12,부상자수
고가도로위,12시-14시,22,12,부상자수
고가도로위,14시-16시,10,12,부상자수
고가도로위,16시-18시,10,12,부상자수
고가도로위,18시-20시,23,12,부상자수
고가도로위,20시-22시,12,12,부상자수
고가도로위,22시-24시,10,12,부상자수
지하차도(도로)내,00시-02시,7,12,부상자수
지하차도(도로)내,02시-04시,2,12,부상자수
지하차도(도로)내,04시-06시,9,12,부상자수
지하차도(도로)내,06시-08시,11,12,부상자수
지하차도(도로)내,08시-10시,21,12,부상자수
지하차도(도로)내,10시-12시,18,12,부상자수
지하차도(도로)내,12시-14시,13,12,부상자수
지하차도(도로)내,14시-16시,26,12,부상자수
지하차도(도로)내,16시-18시,19,12,부상자수
지하차도(도로)내,18시-20시,31,12,부상자수
지하차도(도로)내,20시-22시,24,12,부상자수
지하차도(도로)내,22시-24시,7,12,부상자수
교차로내,00시-02시,258,12,부상자수
교차로내,02시-04시,77,12,부상자수
교차로내,04시-06시,124,12,부상자수
교차로내,06시-08시,477,12,부상자수
교차로내,08시-10시,750,12,부상자수
교차로내,10시-12시,673,12,부상자수
교차로내,12시-14시,874,12,부상자수
교차로내,14시-16시,848,12,부상자수
교차로내,16시-18시,951,12,부상자수
교차로내,18시-20시,1134,12,부상자수
교차로내,20시-22시,691,12,부상자수
교차로내,22시-24시,445,12,부상자수
교차로횡단보도내,00시-02시,19,12,부상자수
교차로횡단보도내,02시-04시,6,12,부상자수
교차로횡단보도내,04시-06시,11,12,부상자수
교차로횡단보도내,06시-08시,47,12,부상자수
교차로횡단보도내,08시-10시,74,12,부상자수
교차로횡단보도내,10시-12시,45,12,부상자수
교차로횡단보도내,12시-14시,49,12,부상자수
교차로횡단보도내,14시-16시,62,12,부상자수
교차로횡단보도내,16시-18시,72,12,부상자수
교차로횡단보도내,18시-20시,138,12,부상자수
교차로횡단보도내,20시-22시,69,12,부상자수
교차로횡단보도내,22시-24시,34,12,부상자수
교차로부근,00시-02시,130,12,부상자수
교차로부근,02시-04시,58,12,부상자수
교차로부근,04시-06시,83,12,부상자수
교차로부근,06시-08시,194,12,부상자수
교차로부근,08시-10시,277,12,부상자수
교차로부근,10시-12시,368,12,부상자수
교차로부근,12시-14시,358,12,부상자수
교차로부근,14시-16시,389,12,부상자수
교차로부근,16시-18시,452,12,부상자수
교차로부근,18시-20시,575,12,부상자수
교차로부근,20시-22시,444,12,부상자수
교차로부근,22시-24시,316,12,부상자수
